Id,SalePrice
1461,123702.305
1462,157680.17
1463,188836.75
1464,194299.88
1465,184018.86
1466,175067.94
1467,181393.92
1468,167247.66
1469,173472.45
1470,127294.78
1471,193031.58
1472,95106.74
1473,97207.87
1474,149472.03
1475,120565.75
1476,396843.66
1477,256884.72
1478,286386.94
1479,274837.28
1480,393572.56
1481,353141.1
1482,208173.1
1483,179398.62
1484,170149.78
1485,181167.78
1486,195478.42
1487,353825.75
1488,226222.77
1489,204349.61
1490,230911.56
1491,186273.8
1492,92862.48
1493,190570.11
1494,286819.88
1495,290556.97
1496,239401.94
1497,180411.92
1498,166383.17
1499,158509.72
1500,150930.81
1501,173835.3
1502,148369.22
1503,306207.03
1504,240261.25
1505,225301.9
1506,176863.38
1507,231929.2
1508,191734.25
1509,169270.78
1510,145545.84
1511,148247.73
1512,168159.45
1513,152391.34
1514,167875.83
1515,191201.06
1516,155035.53
1517,154087.14
1518,127111.234
1519,229006.89
1520,134601.78
1521,138521.77
1522,166042.53
1523,116481.67
1524,123868.64
1525,128206.46
1526,120866.57
1527,103813.48
1528,135528.31
1529,152594.06
1530,182687.12
1531,100670.41
1532,95617.41
1533,140206.5
1534,121703.88
1535,160852.42
1536,112532.18
1537,68071.484
1538,165865.73
1539,194277.27
1540,92023.36
1541,145216.14
1542,141485.64
1543,237567.44
1544,80035.14
1545,99741.14
1546,126364.88
1547,139588.77
1548,135831.86
1549,112612.055
1550,140765.05
1551,109142.32
1552,136651.47
1553,154730.36
1554,114255.71
1555,164941.84
1556,79458.734
1557,111820.016
1558,86739.57
1559,56942.88
1560,131702.7
1561,139703.7
1562,117073.03
1563,124217.375
1564,158584.88
1565,146324.94
1566,223852.81
1567,75796.3
1568,227569.11
1569,153277.1
1570,135891.6
1571,116051.23
1572,147464.58
1573,240844.64
1574,110194.69
1575,222436.78
1576,237176.48
1577,195720.92
1578,144109.0
1579,140324.61
1580,191154.39
1581,148194.44
1582,126942.61
1583,329007.03
1584,228792.08
1585,141081.42
1586,72122.71
1587,100150.14
1588,156205.0
1589,94720.33
1590,130323.336
1591,98566.61
1592,114421.125
1593,128281.06
1594,133986.9
1595,111619.71
1596,264365.62
1597,186970.05
1598,195890.47
1599,168181.9
1600,163631.72
1601,61468.395
1602,113957.0
1603,78581.55
1604,262858.47
1605,238651.06
1606,164216.08
1607,158352.28
1608,206867.7
1609,193423.72
1610,149390.66
1611,137669.28
1612,169231.23
1613,158984.95
1614,122085.18
1615,84618.14
1616,73157.61
1617,86459.34
1618,127933.84
1619,137757.8
1620,150771.27
1621,135959.0
1622,139030.64
1623,273844.4
1624,204812.0
1625,122291.2
1626,161503.55
1627,191398.1
1628,279231.66
1629,177082.11
1630,369905.6
1631,206807.33
1632,239533.03
1633,173814.25
1634,189637.33
1635,177605.39
1636,154184.61
1637,188180.39
1638,198046.72
1639,175163.97
1640,274153.25
1641,184143.14
1642,224757.67
1643,223173.69
1644,228611.48
1645,186806.97
1646,159682.72
1647,153590.08
1648,138179.23
1649,138974.83
1650,119734.21
1651,121786.9
1652,94958.29
1653,95233.266
1654,150024.7
1655,144610.67
1656,147914.02
1657,153094.03
1658,148884.31
1659,131776.08
1660,149472.6
1661,443333.12
1662,430156.9
1663,403016.2
1664,421240.3
1665,310051.78
1666,313323.88
1667,344631.75
1668,333642.3
1669,288349.16
1670,349893.38
1671,284397.38
1672,453019.7
1673,282685.97
1674,238717.98
1675,193688.8
1676,189266.94
1677,223482.3
1678,457919.78
1679,382587.53
1680,363216.56
1681,245880.11
1682,294556.72
1683,172144.95
1684,164692.88
1685,170485.69
1686,167344.19
1687,169521.5
1688,183480.52
1689,185011.66
1690,186549.36
1691,177522.25
1692,251379.95
1693,176402.16
1694,186849.55
1695,165163.47
1696,280831.62
1697,170137.94
1698,369353.94
1699,342863.47
1700,246378.2
1701,272997.47
1702,254687.58
1703,259372.75
1704,287574.47
1705,227450.22
1706,402747.22
1707,221912.16
1708,210447.69
1709,282635.56
1710,225177.97
1711,250499.27
1712,265172.12
1713,265825.88
1714,227713.27
1715,200232.06
1716,192241.42
1717,172066.67
1718,136607.81
1719,199452.56
1720,243109.16
1721,159023.0
1722,124031.766
1723,152950.88
1724,216156.78
1725,245894.17
1726,191070.38
1727,161946.52
1728,164081.61
1729,167723.48
1730,152860.61
1731,125960.25
1732,131606.16
1733,120110.71
1734,115050.41
1735,131937.55
1736,119557.46
1737,353929.03
1738,227679.17
1739,308366.8
1740,218863.98
1741,194125.58
1742,173972.3
1743,169657.69
1744,328118.06
1745,223850.67
1746,177498.38
1747,218347.16
1748,223254.14
1749,155127.08
1750,128762.14
1751,253306.38
1752,123177.14
1753,135814.38
1754,193469.1
1755,177286.23
1756,128257.82
1757,115672.56
1758,140335.86
1759,164847.48
1760,166952.84
1761,143839.6
1762,175557.47
1763,169983.53
1764,118152.055
1765,150085.81
1766,175407.19
1767,224448.16
1768,145613.86
1769,167505.61
1770,142048.61
1771,127198.305
1772,132567.67
1773,133929.28
1774,126184.96
1775,137660.88
1776,123769.33
1777,112122.85
1778,138882.48
1779,112842.01
1780,168308.17
1781,132674.92
1782,94031.97
1783,144307.6
1784,102507.17
1785,122938.32
1786,145844.3
1787,165213.25
1788,51850.996
1789,96864.81
1790,77067.06
1791,189964.4
1792,153633.73
1793,126460.97
1794,152943.0
1795,134120.38
1796,120166.62
1797,119051.945
1798,127773.016
1799,111559.05
1800,137755.83
1801,136603.39
1802,132467.2
1803,147037.8
1804,143892.42
1805,136456.12
1806,118141.805
1807,127998.04
1808,114374.76
1809,119314.05
1810,144043.17
1811,103065.82
1812,96180.23
1813,125483.53
1814,100675.2
1815,48056.992
1816,99550.51
1817,108346.37
1818,149886.98
1819,121444.984
1820,47795.688
1821,109127.75
1822,150800.31
1823,34608.527
1824,139084.61
1825,127139.0
1826,104845.75
1827,104863.555
1828,132181.11
1829,111128.57
1830,142136.02
1831,156850.94
1832,72960.01
1833,131492.75
1834,120953.516
1835,138035.4
1836,132621.28
1837,86165.81
1838,130123.38
1839,89389.03
1840,165947.22
1841,149961.77
1842,77006.305
1843,131780.36
1844,142108.9
1845,139968.42
1846,152550.7
1847,154213.28
1848,57051.05
1849,104073.79
1850,115074.99
1851,153860.12
1852,127307.65
1853,132615.72
1854,161233.62
1855,143321.6
1856,217968.1
1857,129828.49
1858,146862.34
1859,119583.58
1860,156614.47
1861,119078.17
1862,330178.8
1863,322031.06
1864,322031.06
1865,329339.47
1866,344429.34
1867,241294.8
1868,301912.88
1869,205126.14
1870,238105.69
1871,243135.12
1872,169753.33
1873,250369.11
1874,142932.58
1875,195000.64
1876,195596.83
1877,210020.42
1878,194106.89
1879,134063.98
1880,134922.19
1881,227010.52
1882,259001.98
1883,193172.64
1884,210334.11
1885,251160.22
1886,305355.22
1887,203006.03
1888,271470.62
1889,149613.36
1890,127490.625
1891,138957.88
1892,101951.164
1893,135859.98
1894,125306.9
1895,132997.97
1896,126052.18
1897,112446.78
1898,106658.56
1899,154125.36
1900,152571.66
1901,178567.52
1902,139275.22
1903,232592.16
1904,149606.22
1905,189471.92
1906,169389.8
1907,190633.72
1908,108829.984
1909,138741.89
1910,119347.96
1911,224004.44
1912,300878.38
1913,159088.39
1914,45434.742
1915,317275.56
1916,63580.43
1917,263602.3
1918,139175.23
1919,164212.17
1920,128946.1
1921,467809.94
1922,322640.03
1923,227335.28
1924,239916.66
1925,203745.39
1926,400484.03
1927,132007.39
1928,156096.75
1929,126979.17
1930,123841.586
1931,147032.06
1932,141452.86
1933,187828.44
1934,180320.92
1935,174075.69
1936,191191.77
1937,187659.77
1938,175720.45
1939,237069.52
1940,178159.95
1941,173040.7
1942,189625.39
1943,196305.64
1944,349358.88
1945,387318.9
1946,137872.53
1947,318367.62
1948,164905.2
1949,235817.83
1950,165565.62
1951,269457.2
1952,227241.2
1953,168630.62
1954,185134.16
1955,133534.69
1956,301569.84
1957,151003.66
1958,317609.78
1959,139863.14
1960,116453.34
1961,116827.55
1962,94898.086
1963,98941.35
1964,111011.625
1965,146497.39
1966,142015.56
1967,281904.4
1968,439371.16
1969,418658.3
1970,449068.38
1971,458697.78
1972,392883.28
1973,263303.06
1974,302859.9
1975,545238.56
1976,269566.7
1977,354583.1
1978,367751.88
1979,335555.62
1980,201002.9
1981,364932.8
1982,225296.75
1983,207064.28
1984,162654.17
1985,216899.97
1986,210845.64
1987,180396.61
1988,177997.25
1989,190026.2
1990,216480.67
1991,250494.25
1992,210508.7
1993,162691.25
1994,238717.53
1995,182006.66
1996,249528.14
1997,307382.03
1998,345802.78
1999,252980.7
2000,316246.94
2001,260174.94
2002,241331.84
2003,264166.28
