Id,SalePrice
1461,124302.34
1462,163494.3
1463,186992.34
1464,195165.66
1465,182348.58
1466,177104.06
1467,177254.95
1468,169427.77
1469,181829.69
1470,127595.234
1471,192436.4
1472,98206.49
1473,97815.875
1474,148426.4
1475,124628.66
1476,394428.5
1477,252292.36
1478,282147.56
1479,266495.5
1480,403163.4
1481,348765.66
1482,201992.94
1483,175435.3
1484,170915.12
1485,182377.44
1486,196359.02
1487,334227.97
1488,215014.27
1489,207642.11
1490,219056.3
1491,185969.75
1492,95566.99
1493,189395.69
1494,286661.28
1495,295201.0
1496,242188.84
1497,184410.62
1498,165785.1
1499,162251.67
1500,149387.94
1501,177300.94
1502,152466.06
1503,292671.4
1504,236944.53
1505,227360.64
1506,177148.31
1507,225373.05
1508,191336.78
1509,169924.38
1510,146242.62
1511,148582.05
1512,165620.58
1513,153643.7
1514,161818.38
1515,180941.08
1516,152568.16
1517,157615.53
1518,127875.17
1519,225507.4
1520,134068.7
1521,137937.77
1522,159719.72
1523,116122.64
1524,126084.52
1525,126942.484
1526,120869.68
1527,102922.12
1528,130442.58
1529,152053.23
1530,176492.34
1531,99651.01
1532,96306.52
1533,148478.78
1534,123844.19
1535,163016.47
1536,110061.72
1537,65759.195
1538,154264.9
1539,191138.53
1540,95376.24
1541,143982.06
1542,134571.36
1543,231011.12
1544,81851.14
1545,104559.47
1546,127225.97
1547,138704.45
1548,131851.62
1549,112271.05
1550,136576.3
1551,109944.22
1552,133819.61
1553,147950.84
1554,118203.11
1555,162423.83
1556,82637.69
1557,111635.14
1558,90784.164
1559,69497.35
1560,125618.234
1561,134732.27
1562,120276.805
1563,123287.97
1564,153793.23
1565,149608.22
1566,218547.58
1567,76024.414
1568,227620.34
1569,154489.42
1570,133786.19
1571,120552.87
1572,147441.94
1573,230861.14
1574,114790.336
1575,213354.03
1576,242256.06
1577,195074.3
1578,142213.7
1579,139566.67
1580,193066.92
1581,143223.36
1582,129603.72
1583,329002.3
1584,229488.31
1585,140688.55
1586,73816.95
1587,100427.8
1588,151547.4
1589,90890.29
1590,132869.92
1591,96084.516
1592,115784.14
1593,123187.25
1594,150122.45
1595,114527.79
1596,259795.58
1597,190790.86
1598,207560.73
1599,159136.19
1600,157396.81
1601,63713.848
1602,110331.38
1603,76482.63
1604,261751.8
1605,235540.25
1606,165411.9
1607,150420.69
1608,202435.7
1609,191459.62
1610,150142.5
1611,139812.33
1612,163745.98
1613,158340.05
1614,122407.88
1615,85968.33
1616,68239.7
1617,89424.76
1618,129073.94
1619,134971.61
1620,149617.78
1621,136047.08
1622,137378.9
1623,276217.06
1624,205405.1
1625,119401.47
1626,156291.44
1627,190527.03
1628,274411.97
1629,178320.6
1630,377729.1
1631,214260.38
1632,245948.58
1633,177283.36
1634,186339.55
1635,176680.12
1636,156684.08
1637,184566.69
1638,193369.67
1639,177722.12
1640,276883.28
1641,179773.02
1642,230010.22
1643,223683.16
1644,228085.8
1645,182084.61
1646,163937.56
1647,151166.48
1648,137393.7
1649,139654.42
1650,120918.22
1651,118383.836
1652,96338.586
1653,96732.53
1654,147291.12
1655,144504.8
1656,145103.86
1657,153753.92
1658,150919.02
1659,134550.19
1660,147325.4
1661,472337.72
1662,427551.66
1663,407308.6
1664,403540.0
1665,314572.72
1666,317532.84
1667,336671.12
1668,342695.44
1669,279784.25
1670,354126.53
1671,276613.0
1672,449632.3
1673,283967.25
1674,230043.56
1675,192774.39
1676,188334.25
1677,221463.75
1678,472009.9
1679,381085.4
1680,368795.34
1681,232904.03
1682,298162.5
1683,177701.28
1684,162729.89
1685,171490.17
1686,169069.11
1687,174127.33
1688,184888.9
1689,187290.92
1690,186424.33
1691,179481.95
1692,238592.34
1693,179248.3
1694,187430.12
1695,170204.64
1696,285218.72
1697,174813.34
1698,362146.4
1699,348575.47
1700,237574.47
1701,267124.0
1702,257588.53
1703,258580.19
1704,292028.2
1705,222777.1
1706,384805.0
1707,220527.77
1708,213919.61
1709,264864.28
1710,222816.4
1711,242613.05
1712,269052.5
1713,279523.7
1714,233096.02
1715,204116.08
1716,186103.34
1717,166346.52
1718,135887.97
1719,198431.83
