Id,SalePrice
1461,119130.52738104881
1462,158228.44132212916
1463,181560.2076909786
1464,182984.28089410893
1465,202314.96190552838
1466,175148.74591576215
1467,165705.86617693206
1468,165421.15890795918
1469,187176.80408241574
1470,123093.2333557209
1471,200930.11900763627
1472,93683.34557680863
1473,97643.40176785596
1474,151747.5237660008
1475,134765.0903791575
1476,410090.88285342394
1477,250521.28460713796
1478,307055.8029416376
1479,286521.75380157697
1480,434532.1442703273
1481,320674.6711623628
1482,209595.03173170978
1483,170567.80627396767
1484,178197.8235786633
1485,178271.53285858963
1486,194358.33554628154
1487,356353.59538077883
1488,237280.00787928875
1489,198651.00048884278
1490,212745.75866164526
1491,192953.65272572456
1492,95087.90180734657
1493,179314.09314963195
1494,305280.3995726402
1495,304972.69191303756
1496,236277.00846308007
1497,182912.74137666487
1498,158356.4760478805
1499,164384.09307304726
1500,143904.18556445424
1501,168263.62451004825
1502,153577.6695814768
1503,278968.3194771551
1504,233789.18864024628
1505,224164.56807916515
1506,176263.71524720764
1507,236054.30510768105
1508,199669.22580765595
1509,167024.9587943895
1510,145489.6394850822
1511,148796.12119087513
1512,176065.77905606708
1513,137439.0426534796
1514,156402.91532937903
1515,199163.27666380018
1516,162313.8052279977
1517,155980.45835353914
1518,133503.877549162
1519,222013.85491725896
1520,136298.11241111835
1521,137602.87464457515
1522,167444.3726620893
1523,114507.0951212946
1524,124657.52083766386
1525,126275.24491758835
1526,124703.65382446296
1527,96653.45607867732
1528,129757.15416790728
1529,150177.15986104327
1530,178421.30938359912
1531,113316.9741044402
1532,97277.40103303394
1533,145363.6252212379
1534,122582.26371614214
1535,161202.08042004894
1536,114205.41327163561
1537,66231.28196307915
1538,179392.28035773308
1539,210528.94166268504
1540,97107.83916644618
1541,147779.3935910855
1542,136751.24580143543
1543,217100.15616931667
1544,78481.31527331092
1545,102646.61768985633
1546,119998.82558491046
1547,135109.4728699707
1548,132739.06467216753
1549,110047.45713463493
1550,140504.62743775453
1551,109402.22342688697
1552,127702.84337021578
1553,160128.1516034562
1554,109939.37558973474
1555,170750.37433136397
1556,86555.99600885999
1557,107003.40541657261
1558,93670.73775080533
1559,71131.31142581148
1560,137844.78071664058
1561,122447.4918991783
1562,127541.45937686611
1563,125429.87226580651
1564,160185.40244153608
1565,149949.22498489427
1566,239081.63802089787
1567,70604.00523134378
1568,224194.0361186393
1569,135153.62454415194
1570,128000.8883334341
1571,127381.50596751328
1572,150502.07573554327
1573,262292.542445429
1574,115517.3668290748
1575,219151.14413679202
1576,215828.6946559133
1577,200181.21238788438
1578,150985.32783092302
1579,144853.77075687394
1580,184945.19404838406
1581,144974.0308003482
1582,131713.74958485895
1583,324802.48456602823
1584,230489.56147251528
1585,143782.2965108619
1586,73382.361690289
1587,99068.72306998084
1588,150354.71410390362
1589,93549.81255244528
1590,132325.4463806139
1591,102229.56973256808
1592,112028.23287044629
1593,131541.24742726557
1594,115535.91695818143
1595,116000.90624233634
1596,236576.4849593077
1597,182220.9593793658
1598,215916.86625380313
1599,184324.10517324912
1600,187397.9839243719
1601,67810.70319541269
1602,106555.25692650468
1603,82365.07675996092
1604,272617.4976642837
1605,241977.93146662184
1606,160799.4237217668
1607,162438.8007076513
1608,218766.98338804033
1609,192455.0472043032
1610,149129.70843817855
1611,143057.5167782753
1612,168496.82984197463
1613,156654.05477267908
1614,121776.39214972714
1615,83357.32590886374
1616,76024.85228609841
1617,87419.37629671904
1618,129349.62481447557
1619,137290.75111349137
1620,144928.93472106525
1621,130324.33028326604
1622,143159.94394131482
1623,268033.4606905465
1624,211899.02585314016
1625,129960.11863724339
1626,167849.54276139542
1627,180960.46016314725
1628,282560.9350801681
1629,177401.4534514212
1630,353620.9233203871
1631,206663.71124739444
1632,247453.60795205578
1633,174366.63817072543
1634,180728.23457020475
1635,181722.8863562344
1636,157299.71225950087
1637,178514.69641416584
1638,211505.02004192627
1639,176609.1831916971
1640,276449.02852132835
1641,179612.78603707842
1642,221095.25234153203
1643,220095.65845147683
1644,220169.4323038507
1645,186147.3858723387
1646,152386.59427808726
1647,163762.40573442922
1648,135808.23803732073
1649,137179.02640811808
1650,117807.59775558731
1651,123565.95478438423
1652,95746.81195540816
1653,93459.03666906666
1654,157947.70997557067
1655,158151.23292932284
1656,150136.8572575892
1657,152858.23405708553
1658,156395.28214867687
1659,141529.4668084565
1660,149779.242916418
1661,446257.27591521357
1662,416476.54405184044
1663,407467.70851835574
1664,365507.9575679862
1665,311264.4758452974
1666,323946.52387763245
1667,371489.0914255405
1668,339975.0933574133
1669,297156.61528875853
1670,361052.88328870636
1671,258691.75456090976
1672,435532.45765478344
1673,296863.99996215565
1674,242395.34726382158
1675,179109.33806508695
1676,180682.26492447054
1677,208575.24465968693
1678,422139.56208195846
1679,368576.8680047939
1680,310933.9045559576
1681,227658.13461012658
1682,319390.3320873718
1683,180060.24622169658
1684,171131.60169609924
1685,176185.69395520957
1686,178177.13150093186
1687,171719.68363686712
1688,185192.45997794182
1689,186705.49264878719
1690,191852.36577242552
1691,176922.9255111602
1692,283997.8784314248
1693,170031.7299939361
1694,177606.84645122904
1695,166772.22128222542
1696,293628.40592533245
1697,166145.65734129614
1698,361309.93138725724
1699,307592.2688503785
1700,242915.5216686078
1701,260239.1443387375
1702,261566.95832713024
1703,260199.15370537373
1704,293860.92028927995
1705,215244.24666473852
1706,408205.8672957921
1707,205413.43972135222
1708,200183.89931791666
1709,293613.830154618
1710,216008.51971927806
1711,247877.53136828984
1712,269509.5093448202
1713,264890.7432859014
1714,217561.89799361955
1715,200978.41192941103
1716,186654.1327631318
1717,183341.9105116572
1718,138744.81899455874
1719,197583.06240660846
1720,243513.83970052525
1721,177219.2996931401
1722,130102.00058636969
1723,153620.78839654563
1724,217580.6564488979
1725,239583.8246183771
1726,185594.35452191008
1727,161092.61311888858
1728,179664.95505819249
1729,162369.79238761798
1730,157113.7202832684
1731,124280.40231085896
